role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
class,water infrastructure,waterinfrastructure,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9818; sequence_match=1.0000,True,1.0000,True,selected
class,sensor,sensor,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,actuator,actuator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,device,device,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,water meter,watermeter,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9731; sequence_match=1.0000,True,1.0000,True,selected
class,measurement,measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,water,water,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,chemicalproperty,chemicalproperty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,tariff,tariff,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,temporal entity,temporalsetting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9437; levenshtein=0.7333; semantic=0.8139; sequence_match=0.7586,False,0.8387,True,selected
class,water asset,waterindicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8400; levenshtein=0.4286; semantic=0.6862; sequence_match=0.5833,False,0.7032,True,selected
class,water infrastructure,waterdistributioninfrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8699; levenshtein=0.6129; semantic=0.8948; sequence_match=0.7600,False,0.8416,False,gold already mapped to 'waterinfrastructure'
class,water asset,water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7826; sequence_match=0.6667,False,0.7831,False,pred already taken by 'water' (higher averaged score)
class,tariff,tariffperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7659; sequence_match=0.6667,False,0.7775,False,gold already mapped to 'tariff'
class,water,watermeter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7263; sequence_match=0.6667,False,0.7643,False,gold already mapped to 'water'
class,water meter,water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7253; sequence_match=0.6667,False,0.7640,False,gold already mapped to 'watermeter'
class,water asset,watermeter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8800; levenshtein=0.6000; semantic=0.6767; sequence_match=0.7000,False,0.7522,False,pred already taken by 'water meter' (higher averaged score)
class,water asset,waterinfrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8442; levenshtein=0.4211; semantic=0.8290; sequence_match=0.5517,False,0.7417,False,pred already taken by 'water infrastructure' (higher averaged score)
